Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel,Timestamp (Formatted),Stimulus_Direction,Stimulus_Number
148.0,28739.046006088975,30827.43654578168,-32191.675268611347,-30032.675568184328,-36279.09407366444,-32443.33355943365,-5953.878874049053,-37949.86461995418,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,178.0,193.0,1.0,178.0,1744420335.4587395,0.0,2025-04-11 21:12:15.458,BACKWARD,5
149.0,28775.12172163984,30833.225647595606,-32207.477951941248,-30042.108004344467,-36297.713076795706,-32468.121644034585,-5554.162627954796,-37944.634311751644,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4587948,0.0,2025-04-11 21:12:15.458,BACKWARD,5
150.0,28773.758265228065,30807.58819670537,-32218.363251490984,-30064.035065655124,-36303.07749546498,-32477.28585926126,-5400.315570868918,-37983.146367448135,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,178.0,193.0,1.0,178.0,1744420335.458835,0.0,2025-04-11 21:12:15.458,BACKWARD,5
151.0,28739.425985744714,30802.022612335997,-32214.33993748903,-30052.7921381941,-36297.51191109561,-32458.53274566326,-5703.606391382979,-37960.90638171511,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4588745,0.0,2025-04-11 21:12:15.458,BACKWARD,5
152.0,28731.73698565209,30825.268426569513,-32198.581957648035,-30034.620169951937,-36279.183480642256,-32439.399652409513,-5946.279280934248,-37944.36609081818,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.458914,0.0,2025-04-11 21:12:15.458,BACKWARD,5
153.0,28756.92740165322,30825.04490912496,-32214.362289233482,-30044.7902136791,-36292.125140681885,-32465.797062611233,-5638.048724895564,-37950.37871007666,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4589531,0.0,2025-04-11 21:12:15.458,BACKWARD,5
154.0,28773.333582083415,30809.19752230615,-32225.62756843896,-30066.247888356196,-36301.6693355643,-32480.683324418467,-5385.026977661488,-37985.35919014921,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4590068,0.0,2025-04-11 21:12:15.459,BACKWARD,5
155.0,28746.01975035903,30803.81075189242,-32218.81028638009,-30052.680379471825,-36295.72377153919,-32458.622152641077,-5659.238178639195,-37962.29218987134,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4590485,0.0,2025-04-11 21:12:15.459,BACKWARD,5
156.0,28729.099479806362,30822.183885834682,-32206.159199018384,-30037.03415835311,-36284.145567911335,-32443.490021644837,-5940.691344820421,-37946.02011990787,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4590943,0.0,2025-04-11 21:12:15.459,BACKWARD,5
157.0,28755.988628386098,30830.074051627405,-32206.203902507295,-30031.80385015057,-36288.52650982458,-32451.983684537852,-5737.916319121876,-37940.32042507177,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4591377,0.0,2025-04-11 21:12:15.459,BACKWARD,5
158.0,28779.726180997633,30824.307301557936,-32221.76071664819,-30051.495737015695,-36304.10567570993,-32472.212013269906,-5373.806401944924,-37970.428224853065,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4591813,0.0,2025-04-11 21:12:15.459,BACKWARD,5
159.0,28754.31224755195,30809.44339149516,-32216.12807704545,-30046.71246370226,-36294.002687216125,-32462.354893965115,-5606.376303002394,-37974.362131877206,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,180.0,193.0,1.0,180.0,1744420335.4592257,0.0,2025-04-11 21:12:15.459,BACKWARD,5
160.0,28727.981892583597,30823.301473057447,-32209.780181620146,-30034.575466463026,-36289.28646913606,-32449.793213581233,-5909.175385138439,-37962.78392824935,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4592893,0.0,2025-04-11 21:12:15.459,BACKWARD,5
161.0,28748.992532371587,30826.43071728119,-32204.66163213988,-30026.595893692484,-36284.436140589256,-32452.117795004586,-5825.356343431037,-37959.76644274789,0.0,0.0,0.0,193.0,0.0,194.0,0.0,1.0,0.0,180.0,194.0,1.0,180.0,1744420335.459353,0.0,2025-04-11 21:12:15.459,BACKWARD,5
162.0,28771.612497760358,30814.070202597406,-32233.875362142964,-30058.894164430403,-36311.95113801374,-32485.24308028735,-5380.668387492703,-37974.87622199967,0.0,0.0,0.0,193.0,0.0,194.0,0.0,1.0,0.0,179.0,194.0,1.0,179.0,1744420335.4594193,0.0,2025-04-11 21:12:15.459,BACKWARD,5
163.0,28757.106215608863,30799.496865212546,-32225.113478316485,-30056.591934751505,-36305.826760032985,-32463.18190850996,-5549.111133707897,-37976.08321620026,0.0,0.0,0.0,193.0,0.0,194.0,0.0,1.0,0.0,179.0,194.0,1.0,179.0,1744420335.4594662,0.0,2025-04-11 21:12:15.459,BACKWARD,5
164.0,28738.442508988683,30820.038118366974,-32210.115457786975,-30039.112870587454,-36291.54399532604,-32440.98662626584,-5872.697338187378,-37944.075518140264,0.0,0.0,0.0,193.0,0.0,194.0,0.0,1.0,0.0,179.0,194.0,1.0,179.0,1744420335.4595299,0.0,2025-04-11 21:12:15.459,BACKWARD,5
165.0,28751.07124460593,30829.023519638005,-32205.08631528453,-30034.93309437431,-36287.40892260181,-32444.27233270077,-5897.083091388117,-37948.70232924251,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.459576,0.0,2025-04-11 21:12:15.459,BACKWARD,5
166.0,28777.714523996656,30824.82139168041,-32228.063908584587,-30056.815452196057,-36312.84520779195,-32480.48215871837,-5427.562347359937,-37963.029797438365,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.45962,0.0,2025-04-11 21:12:15.459,BACKWARD,5
167.0,28761.911840666755,30799.698030912645,-32229.673234185368,-30071.32173434755,-36312.24171069166,-32486.76299891031,-5500.51844126206,-38015.466989930515,0.0,0.0,0.0,193.0,0.0,194.0,0.0,1.0,0.0,179.0,194.0,1.0,179.0,1744420335.4596648,0.0,2025-04-11 21:12:15.459,BACKWARD,5
168.0,28729.904142606752,30806.51531297151,-32220.643129425425,-30057.15072836289,-36298.18246342927,-32465.439434699947,-5829.849044066554,-37973.17748942107,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4597147,0.0,2025-04-11 21:12:15.459,BACKWARD,5
169.0,28731.5805234409,30821.848609667853,-32207.343841474518,-30046.8912776579,-36287.587736557456,-32453.637713627544,-5930.968335982363,-37945.86365769669,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.459898,0.0,2025-04-11 21:12:15.459,BACKWARD,5
170.0,28773.87002395034,30828.621188237812,-32217.335071246038,-30054.80379519508,-36301.84814951994,-32475.698885404934,-5486.0568625994765,-37943.62848325115,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4599435,0.0,2025-04-11 21:12:15.459,BACKWARD,5
171.0,28769.511433781558,30803.408420492226,-32220.28550151414,-30067.879565701434,-36303.41277163181,-32480.07982731817,-5451.389306949295,-37984.93450700456,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4599884,0.0,2025-04-11 21:12:15.459,BACKWARD,5
172.0,28735.335616509394,30805.643594937756,-32215.032841567143,-30054.870850428448,-36294.360315127415,-32470.80385336922,-5780.116412653496,-37972.03755045385,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4600291,0.0,2025-04-11 21:12:15.460,BACKWARD,5
173.0,28728.16070653924,30817.981757877085,-32204.147542017407,-30044.969027634746,-36285.129044667374,-32458.53274566326,-5964.764173598787,-37960.90638171511,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4600692,0.0,2025-04-11 21:12:15.460,BACKWARD,5
174.0,28761.39775054428,30824.5755224914,-32217.08920205703,-30053.41798703885,-36300.95407974173,-32479.833958129166,-5583.242247491151,-37951.78686997734,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4601097,0.0,2025-04-11 21:12:15.460,BACKWARD,5
175.0,28762.31417206695,30804.458952481626,-32229.293254529628,-30077.62492628395,-36311.50410312464,-32493.37911526908,-5424.231937436097,-37997.138559477164,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.460184,0.0,2025-04-11 21:12:15.460,BACKWARD,5
176.0,28735.357968253848,30805.28596702647,-32218.60912067999,-30061.174042364844,-36298.271870407094,-32471.966144080896,-5734.161226053385,-37975.63618131116,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4602304,0.0,2025-04-11 21:12:15.460,BACKWARD,5
177.0,28721.231665758096,30819.211103822126,-32208.439076952825,-30047.584181736016,-36285.37491385638,-32458.577449152166,-5969.301577723215,-37964.41560559459,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4602728,0.0,2025-04-11 21:12:15.460,BACKWARD,5
178.0,28758.849651676377,30830.20816209414,-32211.03187930964,-30041.10217584398,-36292.32630638198,-32469.015713812798,-5675.666710813846,-37949.43993680953,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,178.0,193.0,1.0,178.0,1744420335.4603167,0.0,2025-04-11 21:12:15.460,BACKWARD,5
179.0,28770.85253844888,30815.925397387196,-32226.722803917266,-30066.404350567384,-36310.20770194622,-32482.650277930534,-5396.2475533780525,-37985.35919014921,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,179.0,193.0,1.0,179.0,1744420335.4604073,0.0,2025-04-11 21:12:15.460,BACKWARD,5
180.0,28743.181078813206,30805.509484471022,-32218.586768935536,-30055.51905101765,-36299.456512863224,-32463.584239910157,-5673.967978235242,-37971.478756842465,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.460475,0.0,2025-04-11 21:12:15.460,BACKWARD,5
181.0,28720.985796569086,30816.23832180957,-32209.914292086876,-30044.61139972346,-36292.192195915246,-32456.27521947327,-5958.460981662391,-37962.18043114906,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,178.0,193.0,1.0,178.0,1744420335.460556,0.0,2025-04-11 21:12:15.460,BACKWARD,5
182.0,28749.730139938612,30825.00020563605,-32209.243739753216,-30035.625998452426,-36293.2650796491,-32467.741664378842,-5774.707290495311,-37959.319407858784,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4606607,0.0,2025-04-11 21:12:15.460,BACKWARD,5
183.0,28764.549346512482,30809.063411839415,-32238.502173245215,-30069.265373857663,-36328.24555972166,-32498.788237427267,-5394.280599865985,-37992.42234139709,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.460739,0.0,2025-04-11 21:12:15.460,BACKWARD,5
184.0,28747.003227115063,30803.766048403508,-32225.314644016584,-30059.877641186435,-36322.14353348536,-32475.967106338398,-5630.627945736403,-37986.789701794354,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4609523,0.0,2025-04-11 21:12:15.460,BACKWARD,5
185.0,28721.231665758096,30822.228589323593,-32207.679117641346,-30041.88448689991,-36301.33405939747,-32460.298533475227,-5939.909033764486,-37956.92777120206,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,178.0,193.0,0.0,178.0,1744420335.4610837,0.0,2025-04-11 21:12:15.461,BACKWARD,5
186.0,28738.643674688778,30824.48611551358,-32197.531425658635,-30033.368472262442,-36291.208719159215,-32465.260620744306,-5847.149294274962,-37950.37871007666,0.0,0.0,0.0,193.0,0.0,193.0,0.0,1.0,0.0,178.0,193.0,1.0,178.0,1744420335.4611535,0.0,2025-04-11 21:12:15.461,BACKWARD,5
187.0,28771.232518104618,30817.49001949907,-32215.591635178524,-30056.23430684022,-36312.30876592502,-32495.23431005887,-5403.400111603751,-37970.651742297625,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,178.0,193.0,0.0,178.0,1744420335.4612176,0.0,2025-04-11 21:12:15.461,BACKWARD,5
188.0,28755.183965585707,30793.6183564208,-32211.300100243105,-30059.832937697523,-36304.03862047656,-32487.411199499515,-5552.463895376193,-37989.49426287344,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4613063,0.0,2025-04-11 21:12:15.461,BACKWARD,5
189.0,28726.84195361638,30802.8719786253,-32202.873492583454,-30047.360664291464,-36293.06391394901,-32469.61921091309,-5878.642902212489,-37965.108509672704,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,178.0,193.0,0.0,178.0,1744420335.4613912,0.0,2025-04-11 21:12:15.461,BACKWARD,5
190.0,28734.374491497816,30815.81363866492,-32194.156312245887,-30036.31890253054,-36285.17374815628,-32467.607553912112,-5913.69043751841,-37966.717835273485,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,179.0,192.0,0.0,179.0,1744420335.4615412,0.0,2025-04-11 21:12:15.461,BACKWARD,5
191.0,28764.325829067926,30816.707708443133,-32216.70922240129,-30053.41798703885,-36308.86659727891,-32496.798932170743,-5455.189103506697,-37975.546774333336,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,178.0,192.0,0.0,178.0,1744420335.4616,0.0,2025-04-11 21:12:15.461,BACKWARD,5
192.0,28752.412349273247,30795.518254699502,-32218.944396846822,-30061.956353420777,-36305.80440828853,-32489.244042544848,-5511.202575111696,-37995.64099259865,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,178.0,192.0,0.0,178.0,1744420335.4616675,0.0,2025-04-11 21:12:15.461,BACKWARD,5
193.0,28725.63495941579,30805.420077493203,-32211.590672921026,-30049.08174861452,-36295.388495372354,-32474.76011213781,-5841.226081994305,-37975.189146422046,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,178.0,192.0,0.0,178.0,1744420335.4617407,0.0,2025-04-11 21:12:15.461,BACKWARD,5
194.0,28728.987721084086,30819.255807311038,-32204.102838528495,-30039.71636768775,-36290.00172495863,-32467.965181823398,-5962.528999153256,-37968.6624370411,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,178.0,192.0,0.0,178.0,1744420335.4619064,0.0,2025-04-11 21:12:15.461,BACKWARD,5
195.0,28760.12370111033,30825.71546145862,-32216.19513227882,-30041.99624562219,-36303.926861754284,-32482.538519208258,-5521.2161566276745,-37955.36314909019,0.0,0.0,0.0,193.0,0.0,192.0,0.0,0.0,0.0,179.0,192.0,0.0,179.0,1744420335.46199,0.0,2025-04-11 21:12:15.461,BACKWARD,5
196.0,28752.12177659533,30798.89336811225,-32227.974501606765,-30058.76005396367,-36314.007498503626,-32489.400504756035,-5458.877141341823,-37996.80328331033,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4620364,0.0,2025-04-11 21:12:15.462,BACKWARD,5
197.0,28723.779764626,30805.196560048647,-32218.340899746527,-30041.124527588432,-36299.590623329954,-32463.986571310354,-5775.221380617783,-37965.13086141716,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4620795,0.0,2025-04-11 21:12:15.462,BACKWARD,5
198.0,28717.744793623067,30824.128487602295,-32197.88905356992,-30026.148858803375,-36282.268021377095,-32445.18875422344,-5971.827324846665,-37946.7577274749,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4621222,0.0,2025-04-11 21:12:15.462,BACKWARD,5
199.0,28747.83024165991,30824.128487602295,-32211.83654211003,-30039.04581535409,-36299.747085541145,-32474.894222604544,-5604.96814310171,-37959.878201470165,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,180.0,193.0,0.0,180.0,1744420335.462191,0.0,2025-04-11 21:12:15.462,BACKWARD,5
200.0,28759.341390054393,30809.353984517336,-32217.37977473495,-30053.462690527762,-36302.384591386864,-32476.14592029404,-5423.293164168974,-37985.739169804954,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,180.0,193.0,0.0,180.0,1744420335.4622333,0.0,2025-04-11 21:12:15.462,BACKWARD,5
201.0,28726.84195361638,30806.53766471597,-32214.71991714477,-30040.297513043584,-36298.495387851646,-32453.32478920517,-5716.212775255773,-37944.67901524055,0.0,0.0,0.0,193.0,0.0,194.0,0.0,0.0,0.0,179.0,194.0,0.0,179.0,1744420335.4622767,0.0,2025-04-11 21:12:15.462,BACKWARD,5
202.0,28709.362889452328,30818.160571832726,-32208.14850427491,-30035.424832752327,-36294.53912908305,-32452.475422915868,-5975.4930109373345,-37962.22513463797,0.0,0.0,0.0,193.0,0.0,194.0,0.0,0.0,0.0,179.0,194.0,0.0,179.0,1744420335.4623177,0.0,2025-04-11 21:12:15.462,BACKWARD,5
203.0,28742.912857879743,30825.983682392085,-32212.149466532406,-30036.676530441826,-36301.84814951994,-32464.6124201551,-5702.064121015564,-37954.13380314515,0.0,0.0,0.0,193.0,0.0,194.0,0.0,0.0,0.0,180.0,194.0,0.0,180.0,1744420335.4623642,0.0,2025-04-11 21:12:15.462,BACKWARD,5
204.0,28763.141186611796,30811.119772329304,-32222.610082937492,-30058.17890860783,-36309.78301880157,-32475.050684815727,-5406.149376171753,-37962.06867242678,0.0,0.0,0.0,193.0,0.0,194.0,0.0,0.0,0.0,179.0,194.0,0.0,179.0,1744420335.4624076,0.0,2025-04-11 21:12:15.462,BACKWARD,5
205.0,28734.106270564353,30803.386068747768,-32215.7033939008,-30050.780481193124,-36301.2670041641,-32464.27714398827,-5662.50153332967,-37960.012311936895,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4624696,0.0,2025-04-11 21:12:15.462,BACKWARD,5
206.0,28718.929436079197,30826.85540042584,-32197.352611702994,-30030.395690249887,-36284.52554756708,-32447.647446113522,-5950.459057147391,-37945.64014025213,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4625125,0.0,2025-04-11 21:12:15.462,BACKWARD,5
207.0,28734.374491497816,30815.38895552027,-32209.42255370886,-30040.588085721505,-36297.154283184325,-32472.301420247728,-5773.924979439375,-37953.06091941129,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,179.0,193.0,0.0,179.0,1744420335.4625545,0.0,2025-04-11 21:12:15.462,BACKWARD,5
208.0,28758.179099342717,30806.045926337953,-32228.51094347369,-30063.90095518839,-36321.65179510734,-32492.172121068495,-5386.010454417522,-37974.42918711057,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,178.0,193.0,0.0,178.0,1744420335.462616,0.0,2025-04-11 21:12:15.462,BACKWARD,5
